dropped_month,diff,sign_flipped
2012-01-31,-0.03710686037395827,False
2012-02-29,-0.025951004204830597,False
2012-03-31,-0.02348126860117164,False
2012-04-30,-0.024497453125506247,False
2012-05-31,-0.023205743323414435,False
2012-06-30,-0.02735928341266758,False
2012-07-31,-0.024084086297380708,False
2012-08-31,-0.026899788070754327,False
2012-09-30,-0.026456686430468224,False
2012-10-31,-0.023698305354236615,False
2012-11-30,-0.028348613852788584,False
2012-12-31,-0.027089854535661595,False
2013-01-31,-0.02961179118413429,False
2013-02-28,-0.02627382937847189,False
2013-03-31,-0.027551343031855496,False
2013-04-30,-0.02634167225147993,False
2013-05-31,-0.02603485683911294,False
2013-06-30,-0.026419224377719125,False
2013-07-31,-0.0269622042845378,False
2013-08-31,-0.02542017293001167,False
2013-09-30,-0.024422699177626017,False
2013-10-31,-0.02374695256508433,False
2013-11-30,-0.027626959662686745,False
2013-12-31,-0.02710610122637777,False
2014-01-31,-0.028085010818579142,False
2014-02-28,-0.028302170428882445,False
2014-03-31,-0.019556110387619924,False
2014-04-30,-0.027984973944334357,False
2014-05-31,-0.03067172559052489,False
2014-06-30,-0.023740668572098195,False
2014-07-31,-0.03283509690396541,False
2014-08-31,-0.027905078417834767,False
2014-09-30,-0.036166289888726555,False
2014-10-31,-0.02362253421215421,False
2014-11-30,-0.03644236588957511,False
2014-12-31,-0.019718301570373048,False
2015-01-31,-0.03997536737802243,False
2015-02-28,-0.030212372598869636,False
2015-03-31,-0.025826265911767565,False
2015-04-30,-0.0300779372024724,False
2015-05-31,-0.022883873897884988,False
2015-06-30,-0.025827640284451697,False
2015-07-31,-0.011461975745778064,False
2015-08-31,-0.0270928851838709,False
2015-09-30,-0.01538460830675395,False
2015-10-31,-0.028725683006922687,False
2015-11-30,-0.027309835091052725,False
2015-12-31,-0.02434264952846768,False
2016-01-31,-0.01964082994684166,False
2016-02-29,-0.034285386772691134,False
2016-03-31,-0.03171221025656645,False
2016-04-30,-0.030483922653010725,False
2016-05-31,-0.02429320881174818,False
2016-06-30,-0.02652395431520685,False
2016-07-31,-0.032213115502459255,False
2016-08-31,-0.027004625913275626,False
2016-09-30,-0.028237590485672037,False
2016-10-31,-0.01925244701149237,False
2016-11-30,-0.0011341096058958,False
2016-12-31,-0.02253546888773489,False
2017-01-31,-0.029112597080451802,False
2017-02-28,-0.031992431551058825,False
2017-03-31,-0.03125825339785129,False
2017-04-30,-0.03421433363044368,False
2017-05-31,-0.040180966891581016,False
2017-06-30,-0.01826628289658988,False
2017-07-31,-0.029475302254424712,False
2017-08-31,-0.037948943471090485,False
2017-09-30,-0.012698707597880554,False
2017-10-31,-0.03853373471091048,False
2017-11-30,-0.03127363675724673,False
2017-12-31,-0.025297609648138097,False
2018-01-31,-0.03669804282783756,False
2018-02-28,-0.03499764024031313,False
2018-03-31,-0.021076263494318237,False
2018-04-30,-0.02097343162619128,False
2018-05-31,-0.028605804987622108,False
2018-06-30,-0.026715606810228498,False
2018-07-31,-0.028038802732080093,False
2018-08-31,-0.04033313138703776,False
2018-09-30,-0.03101609475876488,False
2018-10-31,-0.022462374995601858,False
2018-11-30,-0.02434900521234562,False
2018-12-31,-0.034432920310144915,False
2019-01-31,-0.012626796198601187,False
2019-02-28,-0.03104042758536535,False
2019-03-31,-0.041098491641102686,False
2019-04-30,-0.027538179980199556,False
2019-05-31,-0.03673801101606891,False
2019-06-30,-0.02672493830546846,False
2019-07-31,-0.031177338647739722,False
2019-08-31,-0.0452643311005457,False
2019-09-30,-0.010492303779688544,False
2019-10-31,-0.030937550145588688,False
2019-11-30,-0.024729023845003445,False
2019-12-31,-0.020447091781835625,False
2020-01-31,-0.046466347292382665,False
2020-02-29,-0.02915365295339853,False
2020-03-31,-0.027247630525918748,False
2020-04-30,-0.03645718946171242,False
2020-05-31,-0.02881349705968836,False
2020-06-30,-0.025189566709532096,False
2020-07-31,-0.03850431403217444,False
2020-08-31,-0.040740019951666456,False
2020-09-30,-0.02410079883066546,False
2020-10-31,-0.02747035379836546,False
2020-11-30,-0.04393462942034493,False
2020-12-31,-0.03675047970905243,False
2021-01-31,-0.031115581142046933,False
2021-02-28,-0.0071717149261102675,False
2021-03-31,-0.017523672407271706,False
2021-04-30,-0.017387562039521215,False
2021-05-31,-0.02146707630262948,False
2021-06-30,-0.03302255271402127,False
2021-07-31,-0.02924457665413846,False
2021-08-31,-0.02313111593425146,False
2021-09-30,-0.019482474298897573,False
2021-10-31,-0.02333211167537147,False
2021-11-30,-0.029263922226879513,False
2021-12-31,-0.02966620046476673,False
2022-01-31,-0.016639581904961148,False
2022-02-28,-0.020809489292220845,False
2022-03-31,-0.027100684962480442,False
2022-04-30,-0.023496309726300096,False
2022-05-31,-0.021131889918357433,False
2022-06-30,-0.02694823091351592,False
2022-07-31,-0.027663295833897872,False
2022-08-31,-0.02665778939159391,False
2022-09-30,-0.026952076849865364,False
2022-10-31,-0.024619078562085422,False
2022-11-30,-0.026154650019227843,False
2022-12-31,-0.025665750612377497,False
2023-01-31,-0.03215907841895527,False
2023-02-28,-0.027085386373478015,False
2023-03-31,-0.030845540542376315,False
2023-04-30,-0.026431564833475918,False
2023-05-31,-0.03078806617303509,False
2023-06-30,-0.032131285665878584,False
2023-07-31,-0.020542199991684634,False
2023-08-31,-0.04275359643923199,False
2023-09-30,-0.034914483667694174,False
2023-10-31,-0.039222432965125315,False
2023-11-30,-0.008919768246688276,False
2023-12-31,-0.006958916072910076,False
2024-01-31,-0.03376029989478871,False
2024-02-29,-0.019782945150728343,False
2024-03-31,-0.027771041452030715,False
2024-04-30,-0.03588350151584127,False
2024-05-31,-0.040546776519277405,False
2024-06-30,-0.039390656464166895,False
2024-07-31,-0.015552101824472503,False
2024-08-31,-0.028785898509180813,False
2024-09-30,-0.03245026156242589,False
2024-10-31,-0.016766814067544017,False
2024-11-30,-0.013853184203364732,False
2024-12-31,-0.04310858781186577,False
2025-01-31,-0.02190011293320815,False
2025-02-28,-0.027613018704160802,False
2025-03-31,-0.0330619653321885,False
2025-04-30,-0.023156549892249745,False
2025-05-31,-0.027052398428650204,False
2025-06-30,-0.018330061549393734,False
2025-07-31,-0.029997512141107824,False
2025-08-31,-0.014225330398803526,False
2025-09-30,-0.023843996798721345,False
2025-10-31,-0.017576913807181432,False
2025-11-30,-0.026642626046548545,False
2025-12-31,-0.01698671127711865,False
2026-01-31,-0.024718276792051186,False
2026-02-28,-0.025703082132881472,False
2026-03-31,-0.028972047830269132,False
2026-05-31,-0.023948132197331745,False
2026-06-30,-0.030244217177676336,False
2026-07-31,0.012667491845668094,True
